,Seat,First_name,Last_name,Party,Votes,Year,Won,Election_date,First_Name,Last_Name,Est,Age_Semester
2522,FRESHMAN,NA,NA,SWAMP,643,2006,TRUE,SPRING,RYLAND,ROGERS,SYSTEM,1
2523,FRESHMAN,NA,NA,UNITE,421,2006,FALSE,SPRING,TYLER,BRIGGS,INDEPENDENT,1
2524,FRESHMAN,NA,NA,UNITE,413,2006,FALSE,SPRING,DAVID,NELSON,INDEPENDENT,1
2525,FRESHMAN,NA,NA,UNITE,410,2006,FALSE,SPRING,FRANCIS,MEJIA,INDEPENDENT,1
2526,FRESHMAN,NA,NA,UNITE,394,2006,FALSE,SPRING,CAITLIN,CLAUSE,INDEPENDENT,1
2527,FRESHMAN,NA,NA,UNITE,364,2006,FALSE,SPRING,DANA,VOLLMER,INDEPENDENT,1
2528,GRADUATE,NA,NA,SWAMP,428,2006,TRUE,SPRING,XU,ZHAO,SYSTEM,1
2529,GRADUATE,NA,NA,SWAMP,428,2006,TRUE,SPRING,SHIYU,ZHOU,SYSTEM,1
2530,GRADUATE,NA,NA,UNITE,419,2006,TRUE,SPRING,JIANLIN,LI,INDEPENDENT,1
2531,GRADUATE,NA,NA,UNITE,280,2006,TRUE,SPRING,CECILIA,AMADOR,INDEPENDENT,1
2532,GRADUATE,NA,NA,UNITE,276,2006,TRUE,SPRING,AMIT,SARDESAI,INDEPENDENT,1
2533,GRADUATE,NA,NA,UNITE,274,2006,TRUE,SPRING,YUNA,PARK,INDEPENDENT,1
2534,GRADUATE,NA,NA,UNITE,252,2006,FALSE,SPRING,HESHAN,ILLANGKOON,INDEPENDENT,1
2535,GRADUATE,NA,NA,UNITE,250,2006,FALSE,SPRING,KYLE,MORGAN,INDEPENDENT,1
2536,GRADUATE,NA,NA,UNITE,241,2006,FALSE,SPRING,ALEXIS,CHALFANT,INDEPENDENT,1
2537,GRADUATE,NA,NA,SWAMP,232,2006,FALSE,SPRING,ASHLEE,DOZIER,SYSTEM,1
2538,GRADUATE,NA,NA,SWAMP,218,2006,FALSE,SPRING,CHRIS,EKLUND,SYSTEM,1
2539,GRADUATE,NA,NA,SWAMP,209,2006,FALSE,SPRING,JEREMIAH,BLANCHARD,SYSTEM,1
2540,GRADUATE,NA,NA,SWAMP,205,2006,FALSE,SPRING,JAMES,STOWERS,SYSTEM,1
2541,GRADUATE,NA,NA,SWAMP,204,2006,FALSE,SPRING,BILLY,HOLCOMBE,SYSTEM,1
2542,HEALTH_HUMAN,NA,NA,SWAMP,137,2006,TRUE,SPRING,LATIA,WADE,SYSTEM,1
2543,HEALTH_HUMAN,NA,NA,UNITE,111,2006,FALSE,SPRING,MATT,LAPORTA,INDEPENDENT,1
2544,HEALTH_HUMAN,NA,NA,INDEPENDENT,13,2006,FALSE,SPRING,CHRISTOPHER,PETERS,INDEPENDENT,NA
2545,JOURNALISM,NA,NA,SWAMP,247,2006,TRUE,SPRING,LYNSEY,ELLIS,SYSTEM,1
2546,JOURNALISM,NA,NA,SWAMP,246,2006,TRUE,SPRING,CHRISTINE,BAINER,SYSTEM,1
2547,JOURNALISM,NA,NA,UNITE,189,2006,FALSE,SPRING,SASHA,MURADALI,INDEPENDENT,1
2548,JOURNALISM,NA,NA,UNITE,175,2006,FALSE,SPRING,GALEY,GRAVENSTEIN,INDEPENDENT,1
2549,LAW,NA,NA,SWAMP,291,2006,TRUE,SPRING,LUIS,DELGADO,SYSTEM,1
2550,LAW,NA,NA,INDEPENDENT,204,2006,FALSE,SPRING,ILAN,KAUFFER,INDEPENDENT,NA
2551,LAW,NA,NA,UNITE,11,2006,FALSE,SPRING,JET,THERIAC,INDEPENDENT,1
2552,MEDICINE,NA,NA,SWAMP,44,2006,TRUE,SPRING,RYAN,WAGONER,SYSTEM,1
2553,NRE,NA,NA,UNITE,13,2006,TRUE,SPRING,MELANIE,LEITMAN,INDEPENDENT,1
2554,NURSING,NA,NA,SWAMP,45,2006,TRUE,SPRING,ELIZABETH,GEIER,SYSTEM,1
2555,NURSING,NA,NA,UNITE,20,2006,FALSE,SPRING,SUJA,JOHN,INDEPENDENT,1
2556,PHARMACY,NA,NA,SWAMP,26,2006,TRUE,SPRING,ALEXANDER,COSIMANO,SYSTEM,1
2557,PHARMACY,NA,NA,UNITE,23,2006,FALSE,SPRING,ADAM,LUCE,INDEPENDENT,1
2558,PUBLIC_HEALTH,NA,NA,SWAMP,57,2006,TRUE,SPRING,JENNIFER,DEMARCO,SYSTEM,1
2559,PUBLIC_HEALTH,NA,NA,INDEPENDENT,32,2006,FALSE,SPRING,PAUL,ANDERSON,INDEPENDENT,NA
2560,SOPHOMORE,NA,NA,SWAMP,1266,2006,TRUE,SPRING,MELISSA,KARR,SYSTEM,1
2561,SOPHOMORE,NA,NA,SWAMP,1258,2006,TRUE,SPRING,SAMUEL,GREEN,SYSTEM,1
2562,SOPHOMORE,NA,NA,SWAMP,1217,2006,TRUE,SPRING,SHARON,FIELDMAN,SYSTEM,1
2563,SOPHOMORE,NA,NA,SWAMP,1189,2006,TRUE,SPRING,ELAN,MILLER,SYSTEM,1
2564,SOPHOMORE,NA,NA,SWAMP,1153,2006,TRUE,SPRING,TAYLOR,RUSSELL,SYSTEM,1
2565,SOPHOMORE,NA,NA,SWAMP,1120,2006,TRUE,SPRING,SAM,SOLOMON,SYSTEM,1
2566,SOPHOMORE,NA,NA,UNITE,910,2006,FALSE,SPRING,AL,HORFORD,INDEPENDENT,1
2567,SOPHOMORE,NA,NA,UNITE,860,2006,FALSE,SPRING,JOEY,KATZ,INDEPENDENT,1
2568,SOPHOMORE,NA,NA,UNITE,839,2006,FALSE,SPRING,BRIAN,PROKES,INDEPENDENT,1
2569,SOPHOMORE,NA,NA,UNITE,831,2006,FALSE,SPRING,ANDREA,ALARCON,INDEPENDENT,1
2570,SOPHOMORE,NA,NA,UNITE,806,2006,FALSE,SPRING,ANAIS,ESCOBAR,INDEPENDENT,1
2571,SOPHOMORE,NA,NA,UNITE,755,2006,FALSE,SPRING,ELIZABETH,STINSON,INDEPENDENT,1
2572,SOPHOMORE,NA,NA,INDEPENDENT,314,2006,FALSE,SPRING,CHRIS,WEEG,INDEPENDENT,NA
2573,STUDENT BODY PRESIDENT,NA,NA,SWAMP,5347,2006,TRUE,SPRING,JOHN,BOYLES,SYSTEM,1
2574,STUDENT BODY PRESIDENT,NA,NA,UNITE,4300,2006,FALSE,SPRING,JARED,HERNANDEZ,INDEPENDENT,1
2575,TREASURER,NA,NA,SWAMP,4400,2006,TRUE,SPRING,RYAN,MOSELEY,SYSTEM,1
2576,TREASURER,NA,NA,UNITE,3037,2006,FALSE,SPRING,LOLA,BOVELL,INDEPENDENT,1
2577,TREASURER,NA,NA,INDEPENDENT,2154,2006,FALSE,SPRING,SUSAN,HENRIQUES,INDEPENDENT,NA
2578,VET MED,NA,NA,UNITE,13,2006,TRUE,SPRING,MERIAM,MOLSTAD,INDEPENDENT,1
2579,ACCOUNTING,NA,NA,GATOR,82,2005,TRUE,SPRING,RENE,CARBALLO,SYSTEM,1
2580,ACCOUNTING,NA,NA,PROGRESS,20,2005,FALSE,SPRING,STEPHEN,PAGE,INDEPENDENT,1
2581,AGRICULTURE,NA,NA,GATOR,124,2005,TRUE,SPRING,JOHN,FARYNA,SYSTEM,1
2582,AGRICULTURE,NA,NA,GATOR,118,2005,TRUE,SPRING,A.J.,CARTER,SYSTEM,1
2583,AGRICULTURE,NA,NA,IMPACT,101,2005,FALSE,SPRING,JAMAAL,POWELL,INDEPENDENT,1
2584,AGRICULTURE,NA,NA,IMPACT,71,2005,FALSE,SPRING,ARJUN,PATEL,INDEPENDENT,1
2585,AGRICULTURE,NA,NA,PROGRESS,62,2005,FALSE,SPRING,SARAH,BURKE,INDEPENDENT,1
2586,AGRICULTURE,NA,NA,INDEPENDENT,43,2005,FALSE,SPRING,GABRIEL,DUPREE,INDEPENDENT,NA
2587,ARCHITECTURE,NA,NA,PROGRESS,32,2005,TRUE,SPRING,KEVIN,CHUPP,INDEPENDENT,1
2588,ARCHITECTURE,NA,NA,GATOR,22,2005,FALSE,SPRING,CLARK,LOHNMILLER,SYSTEM,1
2589,ARCHITECTURE,NA,NA,IMPACT,4,2005,FALSE,SPRING,JOHN,CROWLEY,INDEPENDENT,1
2590,BUILDING CONSTRUCTION,NA,NA,GATOR,33,2005,TRUE,SPRING,ERIC,PENKERT,SYSTEM,1
2591,BUILDING CONSTRUCTION,NA,NA,IMPACT,8,2005,FALSE,SPRING,JAMES,COMBS,INDEPENDENT,1
2592,BUSINESS,NA,NA,GATOR,400,2005,TRUE,SPRING,DAVID,VARGAS,SYSTEM,1
2593,BUSINESS,NA,NA,GATOR,370,2005,TRUE,SPRING,LAUREN,MIERLEY,SYSTEM,1
2594,BUSINESS,NA,NA,GATOR,369,2005,TRUE,SPRING,JACKIE,PACE,SYSTEM,1
2595,BUSINESS,NA,NA,IMPACT,132,2005,FALSE,SPRING,GIANNABEL,FERNANDEZ,INDEPENDENT,1
2596,BUSINESS,NA,NA,IMPACT,127,2005,FALSE,SPRING,HUNTER,WILLIAMS,INDEPENDENT,1
2597,BUSINESS,NA,NA,PROGRESS,125,2005,FALSE,SPRING,JESSICA,HERNANDEZ,INDEPENDENT,1
2598,BUSINESS,NA,NA,PROGRESS,96,2005,FALSE,SPRING,WES,NEUMAN,INDEPENDENT,1
2599,BUSINESS,NA,NA,IMPACT,93,2005,FALSE,SPRING,CESAR,VILLALTA,INDEPENDENT,1
2600,BUSINESS,NA,NA,INDEPENDENT,85,2005,FALSE,SPRING,TUNG,HO,INDEPENDENT,NA
2601,CLAS,NA,NA,GATOR,499,2005,TRUE,SPRING,LUIS,SUARREZ-ISAZA,SYSTEM,1
2602,CLAS,NA,NA,GATOR,481,2005,TRUE,SPRING,MARY,SOTO,SYSTEM,1
2603,CLAS,NA,NA,GATOR,475,2005,TRUE,SPRING,MONIQUE,DIEUVIL,SYSTEM,1
2604,CLAS,NA,NA,GATOR,467,2005,TRUE,SPRING,BARBARA,CINEAS,SYSTEM,1
2605,CLAS,NA,NA,GATOR,466,2005,TRUE,SPRING,KEISHEE,HILL,SYSTEM,1
2606,CLAS,NA,NA,IMPACT,343,2005,FALSE,SPRING,REBECCA,GUERRA,INDEPENDENT,1
2607,CLAS,NA,NA,IMPACT,332,2005,FALSE,SPRING,JESSICA,GOODWIN,INDEPENDENT,1
2608,CLAS,NA,NA,PROGRESS,327,2005,FALSE,SPRING,EMILE,COX,INDEPENDENT,1
2609,CLAS,NA,NA,IMPACT,313,2005,FALSE,SPRING,ALLISON,CULLIN,INDEPENDENT,1
2610,CLAS,NA,NA,IMPACT,293,2005,FALSE,SPRING,ANDREA,GARCES,INDEPENDENT,1
2611,CLAS,NA,NA,PROGRESS,287,2005,FALSE,SPRING,RAJU,VYAS,INDEPENDENT,1
2612,CLAS,NA,NA,PROGRESS,283,2005,FALSE,SPRING,BEN,FREEMAN,INDEPENDENT,1
2613,CLAS,NA,NA,PROGRESS,280,2005,FALSE,SPRING,MARY-GRACE,MENDOZA,INDEPENDENT,1
2614,CLAS,NA,NA,IMPACT,280,2005,FALSE,SPRING,GALEN,WOOD,INDEPENDENT,1
2615,CLAS,NA,NA,PROGRESS,268,2005,FALSE,SPRING,JOSEPH,BUCCERI,INDEPENDENT,1
2616,CLAS,NA,NA,INDEPENDENT,162,2005,FALSE,SPRING,KYLE,COUNCE,INDEPENDENT,NA
2617,CLAS,NA,NA,INDEPENDENT,148,2005,FALSE,SPRING,MICHAEL,ITZKOWITZ,INDEPENDENT,NA
2618,CLAS,NA,NA,VOICE,100,2005,FALSE,SPRING,SETH,ORANBURG,INDEPENDENT,1
2619,CLAS,NA,NA,VOICE,91,2005,FALSE,SPRING,TIFFANY,VELEZ,INDEPENDENT,1
2620,CLAS,NA,NA,VOICE,70,2005,FALSE,SPRING,ERIC,STEELE,INDEPENDENT,1
2621,CLAS,NA,NA,VOICE,62,2005,FALSE,SPRING,PETER,GRUSKIN,INDEPENDENT,1
2622,DENTISTRY,NA,NA,GATOR,46,2005,TRUE,SPRING,SUNDEEP,RAWAL,SYSTEM,1
2623,DENTISTRY,NA,NA,IMPACT,12,2005,FALSE,SPRING,WILLIAM,GRAY,INDEPENDENT,1
2624,EDUCATION,NA,NA,GATOR,69,2005,TRUE,SPRING,MEGHAN,WALTERS,SYSTEM,1
2625,EDUCATION,NA,NA,PROGRESS,29,2005,FALSE,SPRING,BEN,RUFFNER,INDEPENDENT,1
2626,EDUCATION,NA,NA,IMPACT,11,2005,FALSE,SPRING,APRIL,DALY,INDEPENDENT,1
2627,ENGINEERING,NA,NA,IMPACT,199,2005,TRUE,SPRING,KEVIN,BACON,INDEPENDENT,1
2628,ENGINEERING,NA,NA,GATOR,154,2005,TRUE,SPRING,KEITH,MCCARTNEY,SYSTEM,1
2629,ENGINEERING,NA,NA,PROGRESS,145,2005,FALSE,SPRING,GARETH,KERR,INDEPENDENT,1
2630,ENGINEERING,NA,NA,IMPACT,144,2005,FALSE,SPRING,FRANK,MONZON,INDEPENDENT,1
2631,ENGINEERING,NA,NA,GATOR,137,2005,FALSE,SPRING,CHRISTOPHER,FELL,SYSTEM,1
2632,ENGINEERING,NA,NA,VOICE,128,2005,FALSE,SPRING,ALLISON,ANDREWS,INDEPENDENT,1
2633,ENGINEERING,NA,NA,PROGRESS,120,2005,FALSE,SPRING,BRANDON,HENNEKE,INDEPENDENT,1
2634,ENGINEERING,NA,NA,VOICE,118,2005,FALSE,SPRING,SARAH,FISK,INDEPENDENT,1
2635,FINE ARTS,NA,NA,GATOR,46,2005,TRUE,SPRING,JOHN,BOYLES,SYSTEM,1
2636,FINE ARTS,NA,NA,IMPACT,42,2005,FALSE,SPRING,ANDREW,JEAN,INDEPENDENT,1
2637,FINE ARTS,NA,NA,PROGRESS,13,2005,FALSE,SPRING,SHERA,ERSKINE,INDEPENDENT,1
2638,FORESTRY,NA,NA,VOICE,16,2005,TRUE,SPRING,KATHRYN,HUTCHINS,INDEPENDENT,1
2639,FRESHMAN,NA,NA,GATOR,747,2005,TRUE,SPRING,ERIKA,JONES,SYSTEM,1
2640,FRESHMAN,NA,NA,GATOR,668,2005,TRUE,SPRING,JULIANNE,MICA,SYSTEM,1
2641,FRESHMAN,NA,NA,GATOR,667,2005,TRUE,SPRING,BRIAN,PROKES,SYSTEM,1
2642,FRESHMAN,NA,NA,GATOR,661,2005,TRUE,SPRING,JOHN,BRETT,SYSTEM,1
2643,FRESHMAN,NA,NA,GATOR,651,2005,TRUE,SPRING,JESSE,KIRSCH,SYSTEM,1
2644,FRESHMAN,NA,NA,IMPACT,286,2005,FALSE,SPRING,PAMELA,MORROW,INDEPENDENT,1
2645,FRESHMAN,NA,NA,IMPACT,276,2005,FALSE,SPRING,AFUA,ENTSUAH,INDEPENDENT,1
2646,FRESHMAN,NA,NA,IMPACT,267,2005,FALSE,SPRING,JILLIAN,YOERGES,INDEPENDENT,1
2647,FRESHMAN,NA,NA,PROGRESS,246,2005,FALSE,SPRING,JOSHUA,JACKSON,INDEPENDENT,1
2648,FRESHMAN,NA,NA,IMPACT,243,2005,FALSE,SPRING,PAOLA,URREA,INDEPENDENT,1
2649,FRESHMAN,NA,NA,PROGRESS,196,2005,FALSE,SPRING,DANIEL,HOBBS,INDEPENDENT,1
2650,FRESHMAN,NA,NA,PROGRESS,188,2005,FALSE,SPRING,DELICIA,JOHNSON,INDEPENDENT,1
2651,FRESHMAN,NA,NA,PROGRESS,160,2005,FALSE,SPRING,ANDY,L'ESPERANCE,INDEPENDENT,1
2652,FRESHMAN,NA,NA,VOICE,124,2005,FALSE,SPRING,VIDA,TAVAKOLI,INDEPENDENT,1
2653,FRESHMAN,NA,NA,VOICE,93,2005,FALSE,SPRING,OMAR,MARTINEZ,INDEPENDENT,1
2654,GRADUATE,NA,NA,IMPACT,359,2005,TRUE,SPRING,PINGPING,HE,INDEPENDENT,1
2655,GRADUATE,NA,NA,GATOR,241,2005,TRUE,SPRING,CATHLENA,MARTIN,SYSTEM,1
2656,GRADUATE,NA,NA,IMPACT,236,2005,TRUE,SPRING,PEDRO,MORALES,INDEPENDENT,1
2657,GRADUATE,NA,NA,GATOR,236,2005,TRUE,SPRING,MIKE,BOWEN,SYSTEM,1
2658,GRADUATE,NA,NA,GATOR,230,2005,TRUE,SPRING,CHRISTOPHER,EKLUND,SYSTEM,1
2659,GRADUATE,NA,NA,IMPACT,225,2005,FALSE,SPRING,ELIAS,BAAKLINI,INDEPENDENT,1
2660,GRADUATE,NA,NA,IMPACT,219,2005,FALSE,SPRING,CHRISTOPHER,COOGAN,INDEPENDENT,1
2661,GRADUATE,NA,NA,GATOR,215,2005,FALSE,SPRING,SCOTT,BALCERZAK,SYSTEM,1
2662,GRADUATE,NA,NA,IMPACT,208,2005,FALSE,SPRING,DAVID,HORTON,INDEPENDENT,1
2663,GRADUATE,NA,NA,GATOR,203,2005,FALSE,SPRING,MATT,NOBLES,SYSTEM,1
2664,GRADUATE,NA,NA,GATOR,186,2005,FALSE,SPRING,JOE,KETTERER,SYSTEM,1
2665,GRADUATE,NA,NA,PROGRESS,178,2005,FALSE,SPRING,BRETT,KAPULER,INDEPENDENT,1
2666,GRADUATE,NA,NA,VOICE,129,2005,FALSE,SPRING,ADAM,MIZE,INDEPENDENT,1
2667,HEALTH_HUMAN,NA,NA,GATOR,124,2005,TRUE,SPRING,JOYCE,OLUSHOLA,SYSTEM,1
2668,HEALTH_HUMAN,NA,NA,IMPACT,72,2005,FALSE,SPRING,TRUDY,FARRIER,INDEPENDENT,1
2669,JOURNALISM,NA,NA,GATOR,242,2005,TRUE,SPRING,GORDON,OWEN,SYSTEM,1
2670,JOURNALISM,NA,NA,GATOR,218,2005,TRUE,SPRING,HYZENS,MARC,SYSTEM,1
2671,JOURNALISM,NA,NA,IMPACT,100,2005,FALSE,SPRING,SHELBY,RADLOFF,INDEPENDENT,1
2672,JOURNALISM,NA,NA,PROGRESS,98,2005,FALSE,SPRING,WARREN,KAGARISE,INDEPENDENT,1
2673,JOURNALISM,NA,NA,INDEPENDENT,81,2005,FALSE,SPRING,STEPHANIE,RUBY,INDEPENDENT,NA
2674,JOURNALISM,NA,NA,PROGRESS,76,2005,FALSE,SPRING,STUART,WEBBER,INDEPENDENT,1
2675,JOURNALISM,NA,NA,IMPACT,74,2005,FALSE,SPRING,JAMIE,CHARLES,INDEPENDENT,1
2676,JOURNALISM,NA,NA,VOICE,25,2005,FALSE,SPRING,SHEENA,MURRAY,INDEPENDENT,1
2677,LAW,NA,NA,GATOR,278,2005,TRUE,SPRING,JARED,HERNANDEZ,SYSTEM,1
2678,LAW,NA,NA,INDEPENDENT,242,2005,FALSE,SPRING,ALEX,HADJILOGIOU,INDEPENDENT,NA
2679,LAW,NA,NA,VOICE,12,2005,FALSE,SPRING,JOE,DARR,INDEPENDENT,1
2680,LAW,NA,NA,IMPACT,6,2005,FALSE,SPRING,DONOVAN,BROWN,INDEPENDENT,1
2681,MEDICINE,NA,NA,IMPACT,19,2005,TRUE,SPRING,MEERA,IYENGAR,INDEPENDENT,1
2682,NRE,NA,NA,IMPACT,8,2005,FALSE,SPRING,DIANA,MASTERS,INDEPENDENT,1
2683,NRE,NA,NA,GATOR,8,2005,TRUE,SPRING,NICHOLE,LYNCH,SYSTEM,1
2684,NRE,NA,NA,PROGRESS,3,2005,FALSE,SPRING,JOHN,TERREZZA,INDEPENDENT,1
2685,NURSING,NA,NA,GATOR,43,2005,TRUE,SPRING,ASHELY,GOMBERG,SYSTEM,1
2686,PHARMACY,NA,NA,GATOR,44,2005,TRUE,SPRING,HENRY,SIMMONS,SYSTEM,1
2687,PHARMACY,NA,NA,PROGRESS,22,2005,FALSE,SPRING,CHRISTOPHER,RICHTER,INDEPENDENT,1
2688,PUBLIC_HEALTH,NA,NA,GATOR,55,2005,TRUE,SPRING,AMA,MATHEWOS,SYSTEM,1
2689,PUBLIC_HEALTH,NA,NA,IMPACT,49,2005,FALSE,SPRING,CATHERINE,CARLO,INDEPENDENT,1
2690,PUBLIC_HEALTH,NA,NA,PROGRESS,14,2005,FALSE,SPRING,JENNIFER,CRAIG,INDEPENDENT,1
2691,SOPHOMORE,NA,NA,GATOR,1040,2005,TRUE,SPRING,LAUREN,KINGSBERG,SYSTEM,1
2692,SOPHOMORE,NA,NA,GATOR,1007,2005,TRUE,SPRING,KEVIN,REILLY,SYSTEM,1
2693,SOPHOMORE,NA,NA,GATOR,1004,2005,TRUE,SPRING,SAMUEL,GREEN,SYSTEM,1
2694,SOPHOMORE,NA,NA,GATOR,999,2005,TRUE,SPRING,RACHEL,CONNORS,SYSTEM,1
2695,SOPHOMORE,NA,NA,GATOR,992,2005,TRUE,SPRING,SHANNYN,SCHOTT,SYSTEM,1
2696,SOPHOMORE,NA,NA,GATOR,986,2005,TRUE,SPRING,JUSTIN,STONE,SYSTEM,1
2697,SOPHOMORE,NA,NA,PROGRESS,474,2005,FALSE,SPRING,RACHEL,KAPLAN,INDEPENDENT,1
2698,SOPHOMORE,NA,NA,IMPACT,468,2005,FALSE,SPRING,DAVID,MEYROWITZ,INDEPENDENT,1
2699,SOPHOMORE,NA,NA,PROGRESS,456,2005,FALSE,SPRING,NIKKI,GRANT,INDEPENDENT,1
2700,SOPHOMORE,NA,NA,PROGRESS,455,2005,FALSE,SPRING,DAVE,HARMEL,INDEPENDENT,1
2701,SOPHOMORE,NA,NA,IMPACT,455,2005,FALSE,SPRING,ERIC,CARLSSON,INDEPENDENT,1
2702,SOPHOMORE,NA,NA,IMPACT,440,2005,FALSE,SPRING,KATHY,VALLE,INDEPENDENT,1
2703,SOPHOMORE,NA,NA,IMPACT,439,2005,FALSE,SPRING,PATRICK,NEALIS,INDEPENDENT,1
2704,SOPHOMORE,NA,NA,IMPACT,432,2005,FALSE,SPRING,JESSE,WRIGHT,INDEPENDENT,1
2705,SOPHOMORE,NA,NA,IMPACT,420,2005,FALSE,SPRING,SAMUEL,GLUCKSMAN,INDEPENDENT,1
2706,SOPHOMORE,NA,NA,PROGRESS,380,2005,FALSE,SPRING,PANSY,UBEROI,INDEPENDENT,1
2707,SOPHOMORE,NA,NA,PROGRESS,372,2005,FALSE,SPRING,ANGEL,SHORT,INDEPENDENT,1
2708,SOPHOMORE,NA,NA,PROGRESS,341,2005,FALSE,SPRING,NAVID,ZOLFAGHARI,INDEPENDENT,1
2709,SOPHOMORE,NA,NA,INDEPENDENT,269,2005,FALSE,SPRING,BEN,STEIN,INDEPENDENT,NA
2710,SOPHOMORE,NA,NA,INDEPENDENT,118,2005,FALSE,SPRING,RIMAL,HANIF,INDEPENDENT,NA
2711,SOPHOMORE,NA,NA,VOICE,111,2005,FALSE,SPRING,NIRAJ,PATEL,INDEPENDENT,1
2712,SOPHOMORE,NA,NA,VOICE,97,2005,FALSE,SPRING,JACQUELINE,FELDMAN,INDEPENDENT,1
2713,SOPHOMORE,NA,NA,VOICE,76,2005,FALSE,SPRING,ALYSIA,WILLIAMS,INDEPENDENT,1
2714,STUDENT BODY PRESIDENT,NA,NA,GATOR,4324,2005,TRUE,SPRING,JOE,GOLDBERG,SYSTEM,1
2715,STUDENT BODY PRESIDENT,NA,NA,IMPACT,2648,2005,FALSE,SPRING,DENNIS,NGIN,INDEPENDENT,1
2716,STUDENT BODY PRESIDENT,NA,NA,PROGRESS,1873,2005,FALSE,SPRING,MACKENZIE,MORITZ,INDEPENDENT,1
2717,TREASURER,NA,NA,GATOR,4133,2005,TRUE,SPRING,LINDSAY,COSIMI,SYSTEM,1
2718,TREASURER,NA,NA,IMPACT,2305,2005,FALSE,SPRING,MICHELLE,LIGHTBOURNE,INDEPENDENT,1
2719,TREASURER,NA,NA,PROGRESS,1525,2005,FALSE,SPRING,SUSAN,HENRIQUEZ,INDEPENDENT,1
2720,TREASURER,NA,NA,VOICE,805,2005,FALSE,SPRING,JUSTIN,LAUER,INDEPENDENT,1
2721,VET MED,NA,NA,GATOR,48,2005,TRUE,SPRING,DANI,MCVETY,SYSTEM,1
2722,ACCOUNTING,NA,NA,INNOVATE,97,2004,TRUE,SPRING,MEREDITH,PELTON,SYSTEM,1
2723,AGRICULTURE,NA,NA,INNOVATE,159,2004,TRUE,SPRING,ANDREW,WALMSLEY,SYSTEM,1
2724,AGRICULTURE,NA,NA,INNOVATE,154,2004,TRUE,SPRING,DAVID,SUSA,SYSTEM,1
2725,AGRICULTURE,NA,NA,ACCESS,149,2004,FALSE,SPRING,MAURIO,ANDREWS,INDEPENDENT,1
2726,AGRICULTURE,NA,NA,ACCESS,143,2004,FALSE,SPRING,ALEXANDER,LAVIGNE,INDEPENDENT,1
2727,AGRICULTURE,NA,NA,KEG,66,2004,FALSE,SPRING,MATTHEW,WALSH,INDEPENDENT,1
2728,AGRICULTURE,NA,NA,KEG,46,2004,FALSE,SPRING,TIM,WEATHERS,INDEPENDENT,1
2729,ARCHITECTURE,NA,NA,INNOVATE,64,2004,FALSE,SPRING,J. HARDING,DOWELL,SYSTEM,1
2730,BUILDING CONSTRUCTION,NA,NA,INNOVATE,46,2004,TRUE,SPRING,JP,COLEMAN,SYSTEM,1
2731,BUSINESS,NA,NA,INNOVATE,420,2004,TRUE,SPRING,JACKIE,PACE,SYSTEM,1
2732,BUSINESS,NA,NA,INNOVATE,417,2004,TRUE,SPRING,JASON,SHERRY,SYSTEM,1
2733,BUSINESS,NA,NA,INNOVATE,403,2004,TRUE,SPRING,JOHN,PUGHE,SYSTEM,1
2734,BUSINESS,NA,NA,ACCESS,223,2004,FALSE,SPRING,PETER,NGUYEN,INDEPENDENT,1
2735,BUSINESS,NA,NA,ACCESS,216,2004,FALSE,SPRING,BRYAN,BELL,INDEPENDENT,1
2736,BUSINESS,NA,NA,ACCESS,209,2004,FALSE,SPRING,ERIC,WATERS,INDEPENDENT,1
2737,BUSINESS,NA,NA,KEG,101,2004,FALSE,SPRING,LYNN,TALLMAN,INDEPENDENT,1
2738,BUSINESS,NA,NA,KEG,100,2004,FALSE,SPRING,DAVID,LESTOCK,INDEPENDENT,1
2739,BUSINESS,NA,NA,INDEPENDENT,63,2004,FALSE,SPRING,TUNG,HO,INDEPENDENT,NA
2740,BUSINESS,NA,NA,INDEPENDENT,44,2004,FALSE,SPRING,MICHAEL,MUSOKE,INDEPENDENT,NA
2741,CLAS,NA,NA,ACCESS,786,2004,TRUE,SPRING,REBECCA,GUERRA,INDEPENDENT,1
2742,CLAS,NA,NA,ACCESS,743,2004,TRUE,SPRING,ANDREW,HOFFMAN,INDEPENDENT,1
2743,CLAS,NA,NA,ACCESS,737,2004,TRUE,SPRING,CHRISTIAN,DUQUE,INDEPENDENT,1
2744,CLAS,NA,NA,ACCESS,729,2004,TRUE,SPRING,ERIC,GORDON,INDEPENDENT,1
2745,CLAS,NA,NA,ACCESS,728,2004,TRUE,SPRING,MACKENZIE,MORITZ,INDEPENDENT,1
2746,CLAS,NA,NA,INNOVATE,521,2004,FALSE,SPRING,JOYCE,MEDINA,SYSTEM,1
2747,CLAS,NA,NA,INNOVATE,512,2004,FALSE,SPRING,KRISTEN,SOLTIS,SYSTEM,1
2748,CLAS,NA,NA,INNOVATE,487,2004,FALSE,SPRING,RYAN,BELANGER,SYSTEM,1
2749,CLAS,NA,NA,INNOVATE,466,2004,FALSE,SPRING,JOHN,DICKS,SYSTEM,1
2750,CLAS,NA,NA,INNOVATE,458,2004,FALSE,SPRING,FRANK,LELI,SYSTEM,1
2751,CLAS,NA,NA,INDEPENDENT,255,2004,FALSE,SPRING,JON,SOURBEER,INDEPENDENT,NA
2752,CLAS,NA,NA,KEG,254,2004,FALSE,SPRING,LAURA,GRUBL,INDEPENDENT,1
